geneid	JP6pm	JP8pm	JP10pm	JPMid	JP2am	JP4am	JP6am	JP8am	JP10am	JPnoon	JP2pm	JP4pm
TRINITY_DN32591_c1_g4	18.34	24.91	20.94	24.85	20.48	14.71	14.65	12.86	27	12.44	15.55	17.82
TRINITY_DN32591_c1_g8	5.02	4.11	0	2.73	0	4.54	2.06	0	1.8	0	0	0
TRINITY_DN31914_c1_g2	18.05	20.75	19.54	21.25	18.55	21.33	15.15	11.5	17.99	19.42	18.34	20.08
TRINITY_DN31914_c1_g6	58.8	72.72	66.96	65.9	58.94	53.87	35.32	40.56	35.53	53.82	47.61	47.51
TRINITY_DN33625_c0_g1	75.32	62.82	88.39	79.26	86.95	84.62	64.88	90.25	55.74	91.93	87.75	70.89
TRINITY_DN33625_c0_g2	86.14	76.2	114.99	99.66	112.86	101.07	87.02	112.37	79.83	107.06	107.44	86.5
TRINITY_DN26549_c0_g1	8.28	5.54	5.25	3.46	3.48	2.32	2.09	3.9	6.74	6.76	8.91	13.88
TRINITY_DN31914_c1_g9	2.05	0.32	2.38	3.38	1.75	2.41	1.32	1.07	0.63	0.32	1.57	1.79
TRINITY_DN18895_c0_g1	0.4	1.83	3.03	3.15	1.57	2.34	1.35	0.74	1.06	0.68	1.13	0.43
TRINITY_DN28406_c1_g2	34.74	36.71	35.24	35.33	33.95	33.12	27	27.93	27.97	30.14	34.1	30.09
TRINITY_DN54552_c0_g1	0	0	0	0	0	0	0	0	0	0	0	19.73
TRINITY_DN22236_c0_g3	0	2.49	5.11	3.34	0	5.42	0	0	0	11.5	5.06	0
TRINITY_DN29516_c0_g7	7.07	4.1	5.38	2.62	2.77	0	1.03	6.29	4.72	5.53	6.48	2.36
TRINITY_DN25240_c0_g1	1.97	2.36	3.24	2.63	1.91	1.96	0.82	0.24	0.37	0.8	1.06	1.38
TRINITY_DN26656_c2_g1	5.48	3.11	2.69	2.99	2.06	2.31	1.23	1.53	2.94	2.79	4.55	2.76
TRINITY_DN29329_c0_g1	28.69	31.68	33.68	33.28	31.76	29.8	29.02	31.84	28.18	26.85	29	27.87
TRINITY_DN30886_c5_g1	2.54	1.78	2.28	2.23	2.81	1.42	0.99	0.92	1.1	0.87	0.82	1.81
TRINITY_DN26230_c0_g1	10.07	21.39	18.46	19.66	16.48	15.48	11.05	8.26	10.12	8.54	9.32	10.63
TRINITY_DN26628_c1_g4	2.98	4.97	5.02	6.56	5.66	6.63	4.58	2.95	4.93	3.99	2.05	2.24
TRINITY_DN21636_c0_g2	1.23	1.72	1.26	1.74	3.01	1.53	0.41	0.9	0.94	1.66	0.72	0.87
TRINITY_DN32043_c0_g4	3.18	4.86	5.43	6.7	4.39	3.54	3.77	3.34	5.2	2.63	3.77	3.36
TRINITY_DN32043_c0_g6	2.43	3.66	6.01	6.42	4.14	3.18	4.33	1.09	5.95	1.81	3.42	2.81
TRINITY_DN32043_c0_g2	14.38	23.84	19.67	24.73	20.43	17.96	14.56	9.97	15.55	11.72	14.08	16.33
TRINITY_DN29352_c0_g4	21.59	21.94	17.87	21.68	20.27	17.56	17.84	15.57	20.06	16.2	16.1	22.79
TRINITY_DN105_c0_g1	0	4.15	0	0	5.63	4.33	4.22	0	0	0	0	0
TRINITY_DN25022_c1_g1	11.32	16.85	20.72	23.13	28.41	43.15	35.27	28.24	24.23	14.91	10.21	5.11
TRINITY_DN31539_c1_g6	0.55	2.25	1.01	1.62	0.57	1.24	1.22	0.85	1.77	1.11	1.87	1.53
TRINITY_DN21379_c0_g1	29.57	29.53	26.35	31.15	29.34	26.5	33.95	29.62	29.76	21.11	19.3	22.9
TRINITY_DN28823_c0_g1	3.31	1.93	2.86	1.38	2.1	2.88	5.51	3.38	3.76	3.76	4.02	4.77
TRINITY_DN31539_c1_g2	16.04	15.33	17.63	19.48	13.83	15.06	8.45	8.87	7.55	12.4	9.31	8.93
TRINITY_DN33914_c0_g3	26.86	29.42	28.74	30.62	27.44	30.24	30.99	26.6	25.34	28.5	28	30.6
TRINITY_DN33914_c0_g2	19.75	40.83	41.93	45.1	35.44	33.03	23.33	9.97	11.47	14.02	13.36	17.58
TRINITY_DN33914_c0_g1	1.03	2.71	3.81	1.15	0	1.07	0	0	2.52	4.93	1.46	5.2
TRINITY_DN31577_c2_g1	2.49	2.38	2.52	4.66	2.94	2.47	1.34	0	1.08	3.52	0.67	1.91
TRINITY_DN31539_c1_g8	15.07	19.49	14.97	17.59	15.74	13.22	12.23	10.75	15.42	13.56	16.49	14.1
TRINITY_DN32564_c0_g1	6.69	9.7	13.48	26.16	16.48	16.16	12.26	5.8	8.65	7.97	11.65	14.47
TRINITY_DN35395_c0_g1	11.28	8.28	8.33	7.34	7.3	6.71	7	6.41	7.32	9.32	10.18	10.92
TRINITY_DN32564_c0_g5	9.68	12.38	14.02	13.73	10.35	12.52	9.56	8.57	7.21	9.63	9.44	8.31
TRINITY_DN28085_c0_g1	52.26	40.95	45.48	39.17	43.49	34.03	26.43	36.15	29.43	37.72	40.63	52.64
TRINITY_DN35891_c1_g1	8.16	8.02	7.38	8.44	9.46	6.91	8.56	6.45	11.5	12.84	17.89	13.46
TRINITY_DN268_c0_g1	1.57	1.41	0	0	0	0	1.42	0.74	0	0	5.37	3.21
TRINITY_DN5970_c0_g1	0	25.02	0	0	0	0	0	0	0	0	0	0.43
TRINITY_DN52150_c0_g1	0.33	18.12	0	0	0	0	0	0	0	0	0	0.17
TRINITY_DN34775_c0_g4	27.17	33.46	20.58	41.79	22.59	34.42	18.3	13.61	5.45	22.63	16.77	5.32
TRINITY_DN34775_c0_g3	10.99	10.38	8.97	10.45	6.99	8.24	6.87	5.28	3.04	6.76	4.88	3.49
TRINITY_DN1875_c0_g1	24.99	29.82	29.44	30.87	26.09	20.6	23.88	21.83	23.32	24.07	24.08	27.77
TRINITY_DN35459_c2_g6	1.33	2.78	4.29	3.59	2.21	1.6	1.05	0.51	0.59	0.73	0.06	0.31
TRINITY_DN21686_c0_g1	16.94	20.42	26.21	14.47	4.71	6.11	2.45	2.06	3.86	6.08	12.14	8.63
TRINITY_DN33295_c3_g1	23.49	14.22	4.87	3.17	0	5.17	4.77	0	6.17	0	3.23	2.8
TRINITY_DN35459_c2_g1	6.46	8.8	8.54	7.11	4.19	4.38	4.35	1.61	3.95	1.45	2.75	3.68
TRINITY_DN8125_c0_g1	1.31	0	0	1.46	0	0	1.14	1.15	2.07	1.01	0	1.31
TRINITY_DN33721_c2_g2	12.9	13.59	11.57	13.46	11.6	8.85	8.02	4.84	4.62	7.22	6.6	7.52
TRINITY_DN27246_c0_g4	0	3.45	0	0	4.68	0	7	0	2.91	0	11.13	8.26
TRINITY_DN28658_c1_g2	1.23	7.15	6.47	5.5	3.9	2.82	0.88	0.58	1.54	1.05	0.72	0.75
TRINITY_DN35437_c1_g2	2.49	3.11	2.27	1.18	0.32	0.59	0.6	0.28	0.52	1.02	1.51	0.67
TRINITY_DN28658_c1_g6	5.25	16.74	15.12	21.13	5.73	8.97	2.29	0.23	1.62	3.29	0.42	1.33
TRINITY_DN27246_c0_g2	0.99	1.03	1.7	2.37	2.79	4.34	3.01	0.71	1.48	1.67	1.27	1.05
TRINITY_DN27246_c0_g3	1.7	1.63	4.18	1.59	0.95	1.47	0.96	1.3	0.7	0.24	2.14	1.03
TRINITY_DN28658_c1_g9	2	6.28	4.66	5.5	2.14	3.54	4.83	1.39	0.62	2.49	1.85	0.7
TRINITY_DN29920_c2_g1	19.47	18.36	18.07	19.1	19.04	19.44	21.12	22.58	23.73	22.69	25.24	24.71
TRINITY_DN25776_c0_g1	35.72	38.57	47.58	49.74	36.06	40.34	29.07	33.95	33.5	42.72	43.51	38.02
TRINITY_DN35887_c0_g1	34.18	34.75	39.67	37.6	31.68	41.49	31.09	26.3	17.21	26.74	23.07	21.42
TRINITY_DN22564_c0_g1	43.42	38.76	45.2	46.3	45.67	46.04	37.5	40.34	32.29	40.14	38.42	37.44
TRINITY_DN35707_c2_g6	2.71	2.85	2.76	2.49	2.31	2.49	1.97	1.6	2.23	2.6	2.88	2.84
TRINITY_DN34799_c0_g1	19.01	18.37	23.05	22.12	19.46	19.7	17.91	17.18	12.77	18.26	16.78	16.28
TRINITY_DN30494_c0_g2	1.41	1.45	1.54	1.69	1.76	2.08	1.14	0.64	0.81	0.59	0.99	0.78
TRINITY_DN15796_c0_g2	26.15	27.71	12.22	11.75	9.3	3.37	2.14	9.62	33.48	25.6	39.42	35.2
TRINITY_DN15796_c0_g1	4.36	4.51	2.34	2.53	1.38	0.86	0.8	0.69	3.12	3.27	5.09	6.18
TRINITY_DN20418_c0_g1	26	20.01	21.21	22.16	28.94	20.49	19.43	15.7	18.25	14.79	14.53	19.69
TRINITY_DN22285_c0_g1	15.88	11.34	10.3	11.14	10.88	10.05	10.25	13.49	19.52	20.4	20.77	21.63
TRINITY_DN8179_c0_g1	352.92	260.66	206.13	134.15	273.86	172.27	100.22	198.35	181.69	170.02	211.25	243.32
TRINITY_DN32114_c0_g1	4.67	5.71	6.37	6.41	4.12	5.33	4.29	2.37	3.07	3.25	3.91	3.31
TRINITY_DN35322_c0_g2	6.95	9.6	9.74	11.18	8.17	8.2	8.22	5.39	6.55	6.85	7.37	7.72
TRINITY_DN29870_c0_g3	1.66	2.81	2.93	0	0	1.6	0	1.41	6.34	1.24	4.19	1.64
TRINITY_DN29870_c0_g2	1.67	3.2	2.72	3.48	2.74	2.85	3.18	2.46	2.8	3.59	3.47	2.57
TRINITY_DN29870_c0_g1	4.36	5.33	5.47	6.61	4.88	4.87	3.61	3.57	4.89	4.4	5.33	4.7
TRINITY_DN33026_c0_g2	51.82	55.48	98.02	60.33	65.42	55.92	37.65	64.66	32.32	43.32	37.99	51.58
TRINITY_DN35897_c1_g4	6.28	4.36	5.1	4.63	3.87	4.24	3.52	4.49	4.08	6	5.05	5.4
TRINITY_DN30137_c4_g2	7.34	12.33	12.63	17.05	10.02	11	6.4	2.98	6.99	7.04	6.81	6.66
TRINITY_DN30137_c4_g1	4.77	6.58	7	9.24	10.47	10.43	10.79	7.02	7.23	4.68	4.42	5.28
TRINITY_DN29199_c0_g1	1.74	0.86	1.08	0.9	0.53	1.11	0.84	0.87	0.51	1.4	2.23	1.45
TRINITY_DN27945_c0_g1	10.49	8.37	8.32	7.58	9.7	9.9	10.21	8.42	6.67	5.69	8.88	10.94
TRINITY_DN55690_c0_g1	0	23.63	0	0	0	0	0	0	0	0	0	0
TRINITY_DN29103_c0_g1	24.1	8.38	3.58	3.14	3.28	2.42	2.65	2.8	9.42	21.86	30.35	34.78
TRINITY_DN30726_c3_g4	3.07	4.36	8	3.04	3.96	4.75	2.69	3.88	4.59	2.89	7.2	7.13
TRINITY_DN17215_c0_g3	22.62	25.14	20.56	21.31	29.87	27.39	22.29	17.95	40.64	22.36	27.04	25.49
TRINITY_DN20557_c0_g1	0.39	0.57	4.56	2.84	2.24	3.02	1.26	1.27	1.45	0.89	2.39	0.51
TRINITY_DN21314_c0_g1	13.43	14.67	14.11	18.13	13.12	14.21	10.78	9.8	7.77	19.13	11.44	7.16
TRINITY_DN33524_c1_g3	19.02	20.08	20.36	21.98	19.72	17.62	14.66	16.71	16.04	16.2	19.41	21.35
TRINITY_DN30787_c0_g3	10.37	13.84	12.34	14.64	11.96	11.49	11.5	9.63	7.33	6.89	5.31	6.34
TRINITY_DN33524_c1_g4	5.68	12.67	3.29	6.23	2.14	1.79	3.18	1.57	0	2.76	1.16	9.25
TRINITY_DN33235_c0_g1	36.15	41.09	39.78	50.76	48.64	52.47	66.58	56.94	60.67	55.32	51.9	50.7
TRINITY_DN36441_c4_g9	18.36	20.82	17.94	19.43	20.42	14.42	14.95	17.07	24.24	24.03	16.81	17.05
TRINITY_DN34807_c1_g1	3.72	3.89	3.77	3.69	3.45	3.13	3.33	2.67	1.81	2.08	2.04	2.77
TRINITY_DN36441_c4_g6	1.47	1.97	2.39	2.18	0.99	2.14	1.01	1.36	2.65	1.92	2.28	1.23
TRINITY_DN19300_c0_g1	4.58	0.69	1.45	0	0	0.82	0	0	0	0	7.6	2.35
TRINITY_DN32516_c1_g1	3.71	4.66	3.92	4.39	3.44	4.13	3.07	2.94	3.9	3.5	4	3.81
TRINITY_DN30050_c1_g1	195.84	145.53	130.78	129.24	133.12	122.94	122.06	142.07	173.39	235.79	238.76	227.89
TRINITY_DN30050_c1_g2	1.35	1.33	1.03	2.43	0.51	1.52	1.41	0.83	1.07	2.36	2.23	1.85
TRINITY_DN32516_c1_g2	7.96	11.87	12.31	14.14	8.84	12.52	10.58	7.3	9.46	10.15	9.55	8.47
TRINITY_DN20516_c0_g1	20.93	22.08	21.4	22.4	19.72	18.44	17.51	14.82	17.4	16.85	19.17	23.62
TRINITY_DN14100_c0_g1	10.6	8.79	10.93	4.63	7.12	7.86	3.53	0	3.12	3.05	3.78	0
TRINITY_DN2989_c0_g1	0	0	0	2.22	0	0	1.69	0	4.5	0	1.22	1.97
TRINITY_DN26541_c0_g1	26.67	22.1	25.01	26.11	23.94	22.94	20.5	20.7	19.49	22.26	27.8	25.06
TRINITY_DN32598_c2_g5	1.77	2.05	3.48	4.9	1.68	3.56	1.67	1.34	1.59	1.19	2.69	0
TRINITY_DN32598_c2_g2	9.42	6.76	8.56	7.22	8.06	7.44	7.31	9.3	9.89	8.81	9.91	11.28
TRINITY_DN30270_c1_g1	10.89	13.5	12.16	14.77	11.62	10.65	10.37	6.75	12.93	10.44	10.19	15.35
TRINITY_DN32598_c2_g1	19.64	20.12	21.8	22.33	18.57	19.53	18.97	20.48	23.68	21.31	20.69	25.97
TRINITY_DN3444_c1_g1	0.32	22.57	0	0	0	0	0	0	0	0	0	0.08
TRINITY_DN32492_c1_g1	4.93	6.72	5.71	6.11	4.02	5.2	4.42	3.75	3.3	4.37	3.73	4.02
TRINITY_DN29849_c0_g1	5.86	8.42	7.9	8.22	7.9	7.46	6.47	6.39	6.98	6.75	6.91	7.97
TRINITY_DN28942_c0_g1	0.98	0	1.31	1.08	0.42	3.88	6.67	7.55	3.05	3.07	4.25	0.69
TRINITY_DN35652_c1_g6	0	0	0	0	0	2.36	0	0	0	1.82	15.99	0
TRINITY_DN32119_c0_g1	45.78	42.7	47.28	41.73	40.32	47.21	32.79	29.75	21.96	38.9	34.09	34.69
TRINITY_DN26516_c0_g2	0	0.31	0.49	1.21	0.84	1	2.1	12.15	7.9	0.16	0	0.34
TRINITY_DN26516_c0_g1	0	0.16	1.31	0.69	0.42	0.6	1.45	9.65	5.83	0	0	0
TRINITY_DN35091_c1_g1	17.52	20.78	16.32	20.4	13.57	10.94	9.11	6.3	11.2	9.91	11.64	15.32
TRINITY_DN7070_c1_g1	0	15.37	0	0	0	0	0	0	0	0	0	0
TRINITY_DN34794_c1_g2	5.59	8.65	7.06	8.83	7.77	7.54	6.45	5.08	7.06	5.96	6.22	6.81
TRINITY_DN27559_c1_g1	43.65	40.07	63.22	44.32	21.97	55.83	24.9	0	50.86	52.3	32.66	0
TRINITY_DN31055_c1_g3	11.34	13.89	15.5	27.47	42.21	59.24	80.2	54.64	57.88	41.36	40.17	16.03
TRINITY_DN19941_c0_g1	50.91	27.29	34.47	27.38	36.83	39.24	22.28	27.7	26.37	24.23	27.82	33.74
TRINITY_DN31055_c1_g5	0	0	1.09	1.25	0	3.14	4.16	0.55	2.46	1.95	0	1.16
TRINITY_DN32267_c1_g2	23.32	10.55	9.11	46.33	28.47	15.73	12.34	22.51	18.71	16.76	28.97	30.89
TRINITY_DN32267_c1_g1	18.78	30.89	28.45	46.35	30.05	12.8	22.3	21.19	40.43	31.81	19.81	15.76
TRINITY_DN31121_c0_g1	1.87	1.69	1.02	1.5	0.6	1.25	0.77	0.91	1.99	1.75	1.86	1.24
TRINITY_DN26447_c1_g3	0.95	2.52	4.43	2.12	2.28	1	0	4.36	0	1.54	0	0.96
TRINITY_DN26447_c1_g5	55.33	64.34	56.14	69.71	60.61	56.17	71.26	55.99	69.69	65.09	63.07	68.07
TRINITY_DN26447_c1_g4	11.55	22.12	8.9	30.2	12.03	9.19	13.53	4.17	10.99	22.01	13.79	10.66
TRINITY_DN26623_c0_g1	6.61	3.93	2.66	2.91	2.39	1.13	0.77	0.35	1.62	0.81	2.7	3.35
TRINITY_DN24968_c0_g1	18.78	24.18	19.7	24.12	23.4	26.46	14.8	10.04	15.99	14.57	16.52	18.34
TRINITY_DN27593_c2_g3	1.63	4.14	0	10.52	0.21	4.18	5.32	1.25	5.24	6.59	4.57	3.29
TRINITY_DN27593_c2_g2	0.98	3.12	2.61	3.01	1.04	2.61	1	1.09	2.21	1.24	1.48	1.21
TRINITY_DN36221_c3_g18	67.7	62.53	97.85	88.16	57.56	93.88	36.54	37.89	22.43	35.54	30.27	22.08
TRINITY_DN57592_c0_g1	0	16.21	0.12	0	0	0	0	0	0	0	0	0
TRINITY_DN24619_c2_g2	2.91	5.61	4.86	5.31	3.77	3.55	4.65	1.04	5.15	2.4	6.63	4.42
TRINITY_DN24619_c2_g1	12.03	12.68	15.2	15.09	13.8	14.34	14.74	12.61	11.77	12.62	12.88	11.79
TRINITY_DN25206_c0_g1	15.22	14.77	16.89	16.57	17.35	19.72	18.26	23.42	13.55	12.98	13.11	11.2
TRINITY_DN24066_c1_g1	8.77	8.25	10.08	11.74	15.53	13.67	12.86	15.1	10.77	8.78	8.85	8.69
TRINITY_DN16751_c0_g1	0	5.57	3.5	8.58	1.5	7.75	7.81	5.66	2.04	8.96	1.73	3.86
TRINITY_DN27581_c0_g1	33.49	31.83	33.72	32.37	32.01	26.36	21.67	26.81	25.49	27.67	27.3	30.91
TRINITY_DN30487_c0_g1	13.78	15.77	11.18	11.63	9.97	7.95	7.24	7.9	8.62	7.09	9.24	13.01
TRINITY_DN36254_c2_g9	1.22	2.2	2.04	1.69	2.37	2.21	1.84	0.57	1.45	1.18	1.04	1.1
TRINITY_DN31642_c2_g1	5.19	1.27	0.38	0.39	0.12	0	0	0.2	0.84	1.72	1.4	3.63
TRINITY_DN28500_c0_g1	21.26	30.82	29.12	31.61	27.89	26.12	21.95	18.63	19.44	20.63	21.55	20.61
TRINITY_DN35899_c3_g10	1.61	2.59	2.27	2.91	2.17	3.33	1.41	1.53	3.2	2.14	2.57	2.72
TRINITY_DN35899_c3_g11	2.17	5.96	2.64	1.21	2.03	2.44	1.51	2.14	1.91	0	0.9	1.12
TRINITY_DN31977_c3_g1	0	0	0	0	17.2	0	0	5.87	0	0	7.53	0
TRINITY_DN36254_c2_g4	5.66	8.86	19.1	18.55	20.46	16.33	12.88	5.75	6.14	5.45	6.95	5.56
TRINITY_DN36254_c2_g7	2.84	3.05	2.9	3.99	6.02	3.52	2.99	1.96	2.94	1.5	2.49	1.58
TRINITY_DN27066_c0_g3	33.74	28.12	27.73	24.7	22.78	20.08	20.07	23.92	22.94	22.5	23.93	27.83
TRINITY_DN33479_c1_g1	22.1	23.01	25.51	37.15	55.44	68.68	109.83	119.26	97.21	72.28	82.94	34.73
TRINITY_DN35444_c0_g4	0	0	2.55	6.67	0	0	0	0	2.15	2.12	1.69	5.9
TRINITY_DN35444_c0_g3	0	0	0	0	0	0	0	0	0	13.63	0	0
TRINITY_DN23556_c0_g1	2.6	1.26	3.22	2.4	0.73	1.14	0.37	0.81	0.9	1.66	1.32	1.97
TRINITY_DN31274_c0_g2	72.47	98.16	85.24	115.08	100.57	88.27	94.61	74.89	89.93	73.3	67.52	83.22
TRINITY_DN50220_c0_g1	42.59	48.75	44.42	51.59	42.4	41.83	46.71	30.74	37.21	38.8	42.42	47.45
TRINITY_DN35837_c0_g1	1.32	2.01	0.8	2.59	1.36	1.59	0.52	1.12	0.25	0.76	2.54	0.28
TRINITY_DN35837_c0_g5	7.55	8.97	7.4	8.98	4.91	5.65	5.32	3.67	5.34	6.72	7.86	6.75
TRINITY_DN35837_c0_g6	2.44	3.46	3.71	2.67	1.81	2.56	1.47	0.39	1.06	1.69	2.16	0.71
TRINITY_DN34013_c2_g2	14.93	17.91	23.57	20.6	22.77	18.61	26.12	9.15	16.68	14.63	13.71	22.69
TRINITY_DN34013_c2_g9	5.03	0	7.87	0	10.57	0	0	0	0	0	0	0
TRINITY_DN19440_c1_g3	25.71	38.78	27.78	35.42	13.33	11.34	2.5	1.54	2.74	5.83	6.73	12.13
TRINITY_DN19440_c1_g1	88.17	72.87	65.71	91.42	59.38	33.49	11.72	4.23	9.53	13.69	17.95	35.23
TRINITY_DN24001_c0_g2	72.56	105.72	116.47	128.26	100.98	93.09	61.43	43.23	39.43	46.19	50.27	68.2
TRINITY_DN7525_c1_g1	0.23	16.55	0	0	0	0	0	0	0	0	0	0.04
TRINITY_DN32090_c1_g2	5.56	9.38	6.29	7.24	8.38	6.5	7.47	6.25	12.34	9.48	10.89	12.21
TRINITY_DN32090_c1_g1	1.72	0.64	0.37	0.38	1.76	0.41	1	0.32	0.67	1.35	2.36	0.77
TRINITY_DN30493_c0_g1	6.55	7.23	6.91	7.05	10.61	6.96	8.16	10.27	9.22	7.02	8.07	8.15
TRINITY_DN31853_c0_g5	0	0	0	0	6.91	5.54	0	0	0	4.34	1.72	3.03
TRINITY_DN31853_c0_g2	0	0	0	3.82	7.68	6.11	0	0	2.43	0	0	0
TRINITY_DN15665_c0_g4	0.14	1.05	4.26	2.71	1.24	2.42	2.74	0.76	4.65	1.78	2.34	1.14
TRINITY_DN31032_c0_g3	6.24	5.54	1.79	1.88	0.9	0.73	0.31	1.07	2.36	3.55	8.71	11.75
TRINITY_DN15665_c0_g1	6.04	7.17	6.07	3.98	2.07	3.09	0.64	1.44	1.33	2.86	2.62	3.19
TRINITY_DN15665_c0_g2	1.78	3.82	7.81	6.79	3.78	5.93	1.9	1.47	0.95	1.42	1.15	1.28
TRINITY_DN15665_c0_g3	1.9	2.11	5.97	3.57	2.68	4.72	2.17	0.83	0.66	1.61	1.71	0.53
TRINITY_DN29758_c0_g3	3.36	3.91	1.03	3.74	1.32	2.29	1.96	0	1.8	0.88	1.56	1.12
TRINITY_DN29758_c0_g1	1.5	1.64	3.97	3.45	2.89	2.54	1.01	0.92	0.4	0.88	0.94	0.76
TRINITY_DN29758_c0_g5	0	0	3.95	1.63	5.1	11.56	3.78	3.8	3.43	6.69	6.7	2.92
TRINITY_DN29758_c0_g8	3.26	3.55	5.5	5.29	3.63	4.34	2.27	1.2	1.23	1.88	1.9	1.27
TRINITY_DN29758_c0_g9	2.87	0.91	1.39	2.48	0.98	2.76	2.04	0.28	0.43	1.31	0.92	0.72
TRINITY_DN32917_c2_g3	10.85	0	11.34	2.93	0	2.42	2.22	0	1.92	3.77	4.56	0
TRINITY_DN32917_c2_g5	25.38	30.13	32	35.89	32.11	29.82	28.93	30.26	30.64	30.56	29.36	27.26
TRINITY_DN32917_c2_g6	0	5.42	4.24	5.28	3.66	6.19	6.79	9.5	6.12	3.58	4.07	0
TRINITY_DN27735_c0_g1	11.25	23.82	30.03	41.44	52.61	67.35	36.22	27.37	26.91	11.03	9.67	11.05
TRINITY_DN35521_c0_g1	6.11	5.29	4.45	8.14	1.43	1.23	5.31	2.16	5.83	8.56	5.82	1.22
TRINITY_DN30832_c0_g2	7.65	14.79	13.05	15.9	13.91	12.81	8.18	5.3	8.16	10.33	6.74	6.4
TRINITY_DN25027_c2_g3	1.7	2.09	1.76	1.86	1	1.42	1.99	1.12	0.99	1.86	1.72	1.31
TRINITY_DN35292_c4_g1	26.44	31.67	34.77	35.47	27.51	36.11	27.58	20.23	28.09	26.41	26.68	26.61
TRINITY_DN30832_c0_g5	11.71	33.55	33.71	47.4	29.01	27.41	20.6	15.36	24.17	26.21	8.99	24.66
TRINITY_DN25033_c0_g1	31.11	20.99	21.17	18.63	16.55	14.78	12.45	19.01	16.08	22.92	23.17	25.33
TRINITY_DN35276_c3_g1	47.03	49.37	45.6	48.53	40.21	39.89	34.26	31.59	29.71	38.46	38.29	44.33
TRINITY_DN32474_c0_g1	6.64	9.38	7.03	10.17	6.88	7.45	6.94	5.21	7.12	6.75	8.07	6.84
TRINITY_DN23350_c0_g1	11.16	0	0	0	0	4.46	4.36	0	0	0	2.68	0
TRINITY_DN36267_c4_g18	1.63	2.76	0	3.59	0	3.15	0	1.38	3.74	1.22	1.03	0
TRINITY_DN35521_c5_g1	11.62	14.69	11.98	11.29	8.13	6.85	6.19	3.11	4.23	5.82	8.29	11.04
TRINITY_DN30441_c0_g1	2.86	4.13	4.56	5.1	3.99	4.34	4.06	2.73	3.3	2.99	3.28	2.94
TRINITY_DN30441_c0_g2	5.6	8.62	9.24	9.47	7.64	7.32	6.3	4.36	4.24	5.9	5.79	5.9
TRINITY_DN15571_c0_g1	3.29	7.68	8.2	10.58	9.6	7.05	5.08	3.1	1.87	2.28	2.87	3.36
TRINITY_DN10850_c0_g2	2.76	1.16	0.92	2.02	1.58	4.75	3.28	0.97	1.15	2.6	0.29	1.62
TRINITY_DN11175_c0_g1	0	0	0	0	0	2.91	0	0	6.94	2.28	0	0
TRINITY_DN34873_c8_g1	18.47	29.06	28.72	28.95	25.17	22.97	16.52	15.58	18.48	17.49	19.65	20.22
TRINITY_DN35878_c3_g15	3.13	11.96	1.39	5.18	5.39	4.56	10.66	8	1.2	2.35	4	0
TRINITY_DN34873_c8_g4	0	17.02	5.79	11.45	3.84	3.05	8.6	8.17	4.86	4.79	0	3.37
TRINITY_DN35878_c3_g14	0	0	0	3.09	1.11	1.94	0.82	0.85	0	2.24	1.35	5.61
TRINITY_DN31494_c2_g2	29.98	33.78	30.63	30.78	30.43	27.97	25.58	32.76	35.27	24.65	32.83	31.79
TRINITY_DN29377_c1_g9	7.74	11.31	11.76	8.48	17.45	14.56	24.31	3.2	8.65	1.41	11.75	13.22
TRINITY_DN30807_c4_g3	12.99	11.89	15.81	10.94	21.27	17.39	17.07	24.69	14.07	14.92	21.55	17.35
TRINITY_DN30807_c4_g2	17.69	16.02	23.06	16.38	16.1	13.26	12	13.53	7.92	17.79	20.38	19.16
TRINITY_DN30807_c4_g5	3.48	5.41	7.12	6.52	6.51	4.84	11.85	8.84	5.63	8.86	8.46	5.16
TRINITY_DN30807_c4_g4	4.56	5.06	5.74	4.81	4.2	5.72	11.64	9.26	6.71	6.98	8.95	5.16
TRINITY_DN31106_c1_g1	9.57	11.7	13.82	12.22	10.53	11.59	8.03	7.9	5.76	7.1	7.43	7.26
TRINITY_DN25759_c0_g1	2.16	2.26	4.91	6.1	8.66	15.74	31.09	17.51	14.01	12.53	10.7	3.16
TRINITY_DN34750_c0_g1	21.3	23.53	23.62	23.02	21.7	23.46	19.91	17.12	13.84	17.13	17.27	17.85
TRINITY_DN32085_c2_g5	1.71	2.99	3.47	3.39	1.81	3.09	1.06	0.52	0.81	0.8	1.03	0.87
TRINITY_DN32720_c0_g2	20.16	23.84	32.28	41.68	56.33	63.68	55.41	55.44	43.09	38.27	34.18	18.35
TRINITY_DN35006_c0_g2	4.53	5.84	5.55	5.06	4.66	4.16	3.34	3.5	4.11	3.46	4.45	4.67
TRINITY_DN34871_c1_g1	20.22	27.1	26.49	27.69	24.1	25.07	33.19	29.02	26.4	25.77	22.98	25.76
TRINITY_DN32085_c2_g2	6.65	9.97	9.75	10.3	11.65	13.03	16.19	9.19	14.48	7.55	10.11	7.73
TRINITY_DN32663_c0_g1	5.88	5.66	4.42	3.93	3.13	4.81	7.34	3.7	7.41	6.16	4.95	3.86
TRINITY_DN30259_c2_g6	4.9	0	6.22	7.99	5.42	0	0	0	1.76	1.73	4.22	2.36
TRINITY_DN30259_c2_g4	1.91	3.64	3.51	3.55	1.83	3.74	1.62	1.15	0.76	1.56	1.94	0.83
TRINITY_DN30235_c1_g1	141.69	135.67	138.12	134.22	148.46	136.22	129.34	160.75	181.23	170.89	182.26	180.91
