geneid	JP6pm	JP8pm	JP10pm	JPMid	JP2am	JP4am	JP6am	JP8am	JP10am	JPnoon	JP2pm	JP4pm
TRINITY_DN29779_c0_g1	5.26	6.17	5.57	6.63	4.89	6.12	5.17	4.28	4.62	5.67	5.86	6.07
TRINITY_DN41563_c0_g1	0	15.95	0	0	0	0	0	0	0	0	0	0
TRINITY_DN35783_c1_g1	1.68	2.89	2.78	1.92	2.18	2.9	2.59	1.28	2.69	1.31	2.18	3.15
TRINITY_DN36086_c0_g2	68.19	56.92	54.96	60.59	72.99	44.93	27.25	37.29	35.77	45.42	57.16	32.11
TRINITY_DN35584_c0_g1	6.89	3.97	1.93	0.93	0.94	0.74	1.2	2	4.38	6.31	5.25	4.91
TRINITY_DN36086_c0_g5	41.82	40.38	43.96	44.58	40.1	38.73	41.01	41.16	40.25	43.51	44.17	45.29
TRINITY_DN36086_c0_g6	31.06	28.73	32.29	29.93	27.9	29.22	26.93	26.02	20.23	29.74	29.57	27.78
TRINITY_DN35468_c0_g2	146.52	183.09	164.52	200.46	204.89	173.83	173.22	163.72	231.8	172.67	191.79	184.69
TRINITY_DN35466_c2_g1	4.68	4.54	5.71	5.45	4.81	8.4	4.57	2.71	0.86	3.23	1.69	1.51
TRINITY_DN63271_c0_g1	0	17.69	0	0	0	0	0	0	0	0	0	0
TRINITY_DN8053_c0_g2	0.14	20.25	0	0	0	0	0	0	0	0	0	0.04
TRINITY_DN36019_c0_g5	2.86	5.73	6.13	7.92	6.64	6.97	3.41	1.09	2.82	2.35	1.91	1.76
TRINITY_DN36374_c2_g4	24.32	42.44	36.2	8.34	8.28	0	6.23	11.32	0	14.94	7.28	22.09
TRINITY_DN36472_c0_g1	22.93	19.19	27.97	25.51	29.43	22.79	25.7	32.02	30.49	25.05	25.03	30.09
TRINITY_DN9795_c0_g1	0.82	5.12	1.55	1.83	3.97	0.88	0.74	0	0	0.68	0.62	1.67
TRINITY_DN29635_c0_g3	7.85	7.05	8.08	11.75	19.18	33.88	61.69	77.92	84.51	44.61	45.8	19.19
TRINITY_DN28034_c3_g1	9.81	11.06	12.55	14.55	13.16	13.95	14.52	14.45	13.63	12.6	13.1	11.92
TRINITY_DN33038_c1_g2	158.64	175.94	195.34	252.52	302.61	294.23	279.53	233.03	387.85	208.32	273.53	251.24
TRINITY_DN33038_c1_g1	1.98	2.26	2.07	2.4	2.15	3.53	3.5	1.36	2.54	2.7	3.25	1.98
TRINITY_DN33798_c0_g2	13.47	14.28	15.53	15.59	12.65	12.31	9.02	9.04	7.55	10.43	10.29	10.53
TRINITY_DN15617_c0_g2	0	3.05	0.8	6.68	2.07	2.73	2.3	0	0	0	1.27	0
TRINITY_DN31594_c1_g2	1.6	3.67	4.89	1.73	1.3	3.68	2.59	1.09	1.16	2.96	0.2	1.27
TRINITY_DN35034_c1_g2	31.85	23.32	25.69	31.32	42.48	31.9	44.88	67.64	117.21	110.53	107.98	64.68
TRINITY_DN31594_c1_g1	12.16	14.22	14.78	14.89	11.12	14.78	12.07	8.68	6.55	10.58	9.65	8.17
TRINITY_DN8086_c0_g1	0	17.01	0	0	0	0	0	0	0	0	0	0
TRINITY_DN28928_c1_g1	8.55	9.34	9.02	8.03	7.14	7.78	6.16	5.09	6.91	9.1	9.42	9.89
TRINITY_DN10124_c0_g2	1.53	2.73	2.44	3.08	0.85	2.4	3.25	0.94	2.31	0.85	4.34	0
TRINITY_DN34067_c1_g4	5.36	7.16	8.04	8.4	6.69	7.73	6.66	4.62	4.14	5.19	5.51	4.51
TRINITY_DN34021_c1_g4	38	39.06	35.38	36.17	33.23	28.75	23.8	23.65	24.13	28.09	30.44	36.56
TRINITY_DN34067_c1_g3	5.39	7.24	6.19	8.85	3.53	6.06	5.14	2.9	6.9	4.08	4.77	5.26
TRINITY_DN63384_c0_g1	19.48	0	0	0	0	0	0	0	0	0	0	4.53
TRINITY_DN16168_c0_g3	0.67	0	0	0.75	4.12	0	5.52	0	2.31	0.57	3.18	0.69
TRINITY_DN16168_c0_g1	0	0	0.48	1.64	5.57	2.8	2.77	1.97	0	0.87	1.25	0
TRINITY_DN34851_c3_g4	2.23	3.76	3.27	3.48	2.63	2.62	2.81	1.36	2.23	2.49	2.48	2.42
TRINITY_DN36381_c11_g1	2.38	0.83	1.76	1.64	0.84	0.53	1.71	1.4	1.25	1.06	2.58	0.69
TRINITY_DN29372_c2_g1	20.11	18.71	17.53	20.7	21.19	16.97	21.82	26.82	28.99	25.3	25.32	27.75
TRINITY_DN26653_c0_g1	4.09	4.46	6.98	5.48	4.54	5.05	2.76	2.88	1.56	2.8	3.31	3.43
TRINITY_DN27150_c0_g1	3.41	1.37	0.79	2.11	5.1	8.26	18.62	8.74	2.9	4.43	3.9	4.72
TRINITY_DN33298_c2_g6	2.83	4.43	5.54	5.72	3.8	5.26	3.96	1.32	1.47	2.62	2.66	2.3
TRINITY_DN38646_c0_g1	0.42	19.95	0	0	0	0	0	0	0	0	0	0.09
TRINITY_DN31901_c0_g1	25.75	21.83	24.23	25.48	22.16	23.78	23.13	26.46	26.55	29.04	30.13	29.53
TRINITY_DN33298_c2_g5	11.11	15.52	9.69	6.1	4.19	15.78	17.11	6.16	9.72	13.56	7.96	5.43
TRINITY_DN27165_c1_g1	1.78	3.14	2.54	2.98	1.82	1.78	2.87	1.05	2.79	2.09	2.59	1.68
TRINITY_DN24274_c0_g1	12.51	14.49	11.61	15.01	12.21	8.29	7.77	6.52	6.19	7.59	8.35	10.78
TRINITY_DN24138_c0_g1	2.91	5.36	3.46	3.86	3.04	3.62	1.74	1.31	2.92	1.87	2.94	1.88
TRINITY_DN31260_c3_g1	0	0	15.81	0	0	0	8.3	0	0	0	0	0
TRINITY_DN33577_c0_g3	3.02	3.42	2.08	2.19	1.76	1.52	1.06	0.47	0.96	1.53	1.55	2.83
TRINITY_DN32626_c4_g4	23.11	47.16	41.11	37.06	38.09	35.33	22.88	11.93	15.05	17.84	17.15	18.79
TRINITY_DN32626_c4_g5	3.84	2.38	4.58	6.63	3.23	3.3	2.9	0.73	2.81	1.54	1.79	2.15
TRINITY_DN32626_c4_g6	10.41	18.86	18.59	20.45	18.53	20.67	12.91	9.72	16.32	11.77	12.07	10.45
TRINITY_DN34846_c0_g1	1.24	1.33	1.46	1.73	1.44	1.4	0.94	0.77	1.13	1.69	1.87	1.43
TRINITY_DN32626_c4_g2	12.55	32.8	29.93	30.59	28.91	38.73	20.14	15.15	24.33	15.22	20.71	11.32
TRINITY_DN32626_c4_g3	7.44	12.21	12.24	12.55	10.96	10.96	8.93	4.39	7.41	6.75	7.14	7.13
TRINITY_DN32755_c3_g4	1.13	3.84	3.35	8.22	8.02	13.94	6	4.82	2.81	1.73	1.8	0.95
TRINITY_DN35939_c3_g3	59.44	50.78	36.06	22.41	29.03	12.87	12.14	9.87	30.32	37.97	49.84	60.17
TRINITY_DN26395_c0_g1	4.16	5.14	4.27	4.89	3.78	4.18	3.14	2.86	3.29	3.46	3.8	4.16
TRINITY_DN32755_c3_g5	2.03	2.67	3.43	4.3	2.01	4.47	2.64	1.05	2.61	1.22	0	1.26
TRINITY_DN27112_c2_g2	8.59	6.59	3.81	14.02	13.84	16.71	7.27	7.65	6.27	5.07	9.96	6.13
TRINITY_DN27112_c2_g3	17.75	17.78	15.7	17.31	17.13	13.06	13.33	13.78	16.95	16.68	17.12	21.13
TRINITY_DN27460_c0_g4	6.95	11.65	11.24	16.21	10.37	9.42	7.45	5.91	10.26	6.93	8.35	10.78
TRINITY_DN27460_c0_g2	27.3	36.6	34.5	34.16	27.22	22.56	20.41	17.06	20.22	15.91	22.57	21.99
TRINITY_DN24251_c0_g3	3.22	2.3	4.05	3.81	7.99	8.07	2.37	1.43	0.51	1.28	2.32	1.7
TRINITY_DN27112_c2_g4	19.83	21.83	20.99	23.4	17.48	19.82	21.7	9.07	12.35	10.7	13.42	14.34
TRINITY_DN27460_c0_g1	1.68	2.95	3.11	3.63	3.2	3.67	2.3	0.82	1.45	1.62	2.21	1.72
TRINITY_DN25366_c0_g1	8.44	8.58	5.74	7.1	5.45	4.55	5.44	5.05	6.17	5.05	7.36	9.26
TRINITY_DN9534_c0_g2	1.5	2.56	1.34	1.66	1.73	0	0	5.16	1.16	4.54	2.91	1.49
TRINITY_DN19519_c0_g1	2.06	1.66	0.73	1.76	0.89	0.89	0.58	0.94	1.07	1.12	1.85	1.7
TRINITY_DN31761_c0_g2	7.87	9.29	13.29	12.99	15.29	15.26	12.25	12.49	8.69	9.83	9.02	10.06
TRINITY_DN35796_c1_g2	11.02	14.94	15.48	17.04	13.19	11.18	8.01	6.1	7.22	7.53	7.48	9.32
TRINITY_DN16586_c0_g1	36.5	54.22	39.2	60.49	47.68	57.66	56.55	44.76	50.35	42.53	41.54	36.4
TRINITY_DN34381_c0_g2	11.94	13.64	12.95	12.41	10.45	11.75	10.72	7.55	9.29	13.42	14.48	15.49
TRINITY_DN30619_c0_g1	12.36	12.01	9.81	11.7	8.32	6.89	7.95	6.37	9.61	9.75	13.2	14.63
TRINITY_DN31960_c1_g1	21.24	23.36	13.83	14.69	14.52	8.85	4.3	2.96	5.34	7.29	16.49	23.64
TRINITY_DN36235_c0_g1	241.93	242.64	247	246.76	219.21	203.22	156.73	149.74	127.31	138.33	152.49	184.85
TRINITY_DN36235_c0_g3	56.07	36.4	49.73	52.53	70.31	82.61	116.35	148.43	113.9	87	81.35	69.87
TRINITY_DN32659_c0_g1	7.12	11.88	11.17	9.24	6.86	10.89	12.02	3.46	2.64	7.14	6.11	7.05
TRINITY_DN26975_c1_g1	15.66	15.66	13.64	17.06	26.21	25.42	43.52	51.57	51.58	23.94	19.58	18.78
TRINITY_DN21579_c0_g1	0.52	3.32	3.11	3.31	2.25	2.59	0.2	0.13	0.54	0.59	0.49	0.08
TRINITY_DN25597_c2_g1	13.88	17.47	15.65	17.61	13.49	17.32	14.61	9.68	11.52	15.94	13.64	14.32
TRINITY_DN20244_c0_g1	14.17	11.09	9.62	13.89	8.84	9.34	11.88	6.65	5.98	10.94	13.29	9.96
TRINITY_DN29357_c1_g3	165.86	141.7	155.53	152.43	158.54	140.21	125.54	134.63	116.17	147.76	151.82	166.28
TRINITY_DN29357_c1_g1	5.08	3.14	1.94	1.37	2.49	1.98	1.08	2	1.6	1.71	2.63	5.11
TRINITY_DN29357_c1_g4	3.83	2.36	1.7	1.63	1.66	1.11	0.64	0.98	1.39	1.69	1.35	1.76
TRINITY_DN26904_c0_g1	6.15	5.92	5.61	7.98	5.87	7.09	6.91	3.55	2.93	6.64	4.45	3.85
TRINITY_DN8958_c0_g1	0.34	34.3	0	0	0	0	0	0	0	0	0	0
TRINITY_DN26789_c0_g1	17	20.09	21.32	19.56	19.81	20.69	21.48	36.35	30.27	21.81	22.26	13.84
TRINITY_DN20368_c0_g1	2.52	3.07	4.23	4.5	6.13	3.56	4.17	3.51	5.68	6.69	6.92	6.2
TRINITY_DN26127_c0_g1	21.79	30.28	24.44	21.16	33.2	15.62	13.5	7.67	17.58	6.85	12.4	23.65
TRINITY_DN35245_c0_g2	1.28	3.36	3.18	1.78	4.54	1.58	3.1	1.99	3.38	1.82	3.36	2.53
TRINITY_DN35245_c0_g4	13.91	18.71	18.49	18.06	17.78	17.27	16.61	16.36	17.99	10.94	15.9	14.06
TRINITY_DN27242_c0_g1	87.79	78.69	74.25	65.67	67.53	53.2	47.16	60.38	54.93	62.56	74.32	97.28
TRINITY_DN32625_c0_g1	14.45	12.84	13.72	12.3	10.14	11.28	9.51	13.83	15.06	13.45	14.98	14.54
TRINITY_DN33078_c0_g1	7.7	17.49	11.21	11.13	8.29	5.77	5.62	1.8	3.55	5.93	8.26	7.34
TRINITY_DN30352_c1_g1	0	4.39	0	1.91	1.97	0	0	0	0	0	6.49	0
TRINITY_DN24889_c0_g2	16.44	9.44	8.28	7.47	8.5	7.02	7.68	7.4	8.83	17.2	20.37	15.13
TRINITY_DN14616_c0_g1	0	0	0	0	0	1.23	4.08	5.95	14.96	9.58	10.45	0.57
TRINITY_DN24998_c0_g2	2.75	5.5	2.33	3.47	0.5	3.2	2.25	4.43	1.43	3.95	6.66	6.58
TRINITY_DN32384_c0_g1	15.99	20.4	18.53	20.71	17.43	15.15	12.01	10.91	16.77	13.97	15.56	16.22
TRINITY_DN28497_c6_g1	0.24	17.23	0	0	0	0	0	0	0	0	0	0.06
TRINITY_DN28343_c0_g1	2.85	0.84	0	0	2.28	2.99	1.69	2.61	0	0.77	3.45	0.96
TRINITY_DN35348_c1_g1	385.49	244.8	201.7	276.39	297.58	207.36	142.68	119.99	212.83	307.38	323.71	488.32
TRINITY_DN30242_c2_g1	4.2	3.81	4.16	3.58	3.09	2.26	2.39	1.07	3.59	1.84	2.2	2.97
TRINITY_DN35284_c0_g1	24.21	33.76	33.98	35.37	33.38	36.93	28.61	21.29	18.42	17.1	19.22	18.91
TRINITY_DN20809_c0_g1	3.43	2.23	1.7	2.3	1.82	1.9	0.38	0	0.13	0.65	2.55	1.62
TRINITY_DN27001_c0_g3	42.15	53.47	45.01	52.03	53.74	48.88	52.54	45.34	50.81	38.7	40.31	47.12
TRINITY_DN35191_c1_g6	2.79	4.2	6.95	4.85	4.2	8.04	6.74	2.23	0.53	1.39	0.4	1.61
TRINITY_DN35191_c1_g2	1.11	0	0.56	0.82	0.71	0.95	1.44	3.06	2.99	0.41	1.67	0.39
TRINITY_DN30336_c1_g12	0.61	2.02	1.22	2.34	1.97	0.73	1.19	1.6	0.86	1.15	2	1.93
TRINITY_DN17017_c0_g1	2.86	9.25	0	9.26	6.25	15.17	2.33	4.48	12.06	5.92	9.5	2.73
TRINITY_DN19656_c0_g3	0	3.45	10.51	14.04	0	29.26	3.5	6.57	8.74	17.34	6.68	0
TRINITY_DN19656_c0_g1	1.23	2.8	4.15	4.11	6.09	5.45	7.37	5.98	2.67	3.7	6.45	5.08
TRINITY_DN19656_c0_g6	7.74	11.8	14.68	13.83	16.01	15.84	28.71	13.88	5.89	18.05	14.18	8.71
TRINITY_DN19656_c0_g5	8.84	6.9	17.51	9.36	0	10.97	7	3.29	5.83	2.89	2.23	0
TRINITY_DN33153_c0_g1	26.54	29.92	26.76	28.24	29.79	31.58	31.12	25.03	26.6	20.93	24.81	26.88
TRINITY_DN33153_c0_g2	19.12	7.85	10.14	18.2	2.65	8.7	7.88	24.96	10.36	11.83	13.8	4.61
TRINITY_DN33153_c0_g4	5.46	6.43	5.14	3.89	7.4	5.23	5.41	4.07	6.51	5.35	6.41	6.37
TRINITY_DN33153_c0_g5	16.87	19.72	20.19	20.01	23.79	20.45	23.94	19.04	18.35	16.66	18.03	17.63
TRINITY_DN29107_c0_g1	17	16.9	20.03	18.19	15.13	17.98	15.41	15.38	10.19	16.66	17.12	15.51
TRINITY_DN23360_c0_g1	70.36	68.82	57.33	50.61	50.42	37.67	33.68	36.3	42.66	43.47	56.01	71.63
TRINITY_DN26266_c0_g8	18.77	30.57	37.5	36.25	19.75	36.49	18.65	40.01	22.84	27	16.02	18.53
TRINITY_DN26266_c0_g4	5.52	7.43	7.9	6.48	5.52	5.91	5.32	4.26	3.83	6.83	7.81	5.15
TRINITY_DN29021_c0_g1	6.44	9.98	6.56	7.38	3.79	3.53	2.64	2.04	2.68	4.08	5.2	6.75
TRINITY_DN25895_c0_g1	6.59	6.64	6.15	7.36	7.26	7.9	9.08	9.39	13.09	10.19	11.34	9.3
TRINITY_DN27330_c0_g1	3.31	3.89	4.7	6.2	5.29	5.61	5.11	3.88	4.26	4.38	4.21	4.8
TRINITY_DN35406_c4_g1	17.46	19.27	17.9	19.82	17.38	17.8	16.81	14.39	19.09	21.3	22.63	24.57
TRINITY_DN33425_c0_g2	5	4.15	4.21	7.97	9.79	12.41	11.2	9.49	8.07	6.27	6.84	5
TRINITY_DN33425_c0_g3	4.93	6.17	7.6	7.35	4.16	5.37	6.04	4.71	7.71	7.36	5.85	7.49
TRINITY_DN60785_c0_g1	0	15	0	0	0	0	0	0	0	0	0	0.18
TRINITY_DN33425_c0_g1	1.82	2.1	3.26	4.06	1.77	3.01	1.37	3.15	4.62	3.09	2.84	3.38
TRINITY_DN31696_c3_g1	36.56	55.51	73.25	94.25	101.98	143.78	212.94	154.06	109.49	102.89	88.97	31.48
TRINITY_DN32526_c1_g1	6.37	7.75	8.05	8.2	9.72	8.62	6.06	6.06	4.48	5.33	6.1	4.88
TRINITY_DN34956_c0_g1	19.63	17.1	22.66	28.86	42.98	67.54	106.92	124.74	98.91	61.37	42.33	28.28
TRINITY_DN27506_c0_g1	13.41	11.81	14.29	14.5	18.15	13.81	14.01	17.95	11.35	13.53	14.1	17.46
TRINITY_DN24961_c0_g1	18.08	35.47	34.16	45.13	42.82	35.36	28.56	28.14	32.48	22.12	21.65	25.68
TRINITY_DN21455_c0_g1	359.61	312.14	321.5	314.45	318.64	329.12	313.05	403.74	356.5	452.55	425.95	415.48
TRINITY_DN32802_c2_g8	3.96	3.3	0	4.34	6.68	1.85	1.65	0	2.94	0	0	3.86
TRINITY_DN32802_c2_g4	4.07	2.43	5.51	2.04	2.36	3.9	1.42	0.38	1.02	0.34	0.67	0.39
TRINITY_DN34926_c0_g1	5.08	5.43	3.35	4.75	2.51	3.93	2.19	2.92	2.29	3.45	3.47	2.82
TRINITY_DN27924_c2_g2	38.07	31.52	29.75	27.76	22.57	20.77	18.65	16.51	15.55	20.41	20.08	28.83
TRINITY_DN55912_c0_g1	0.23	30.62	0	0	0	0	0	0	0	0	0	0.12
TRINITY_DN32321_c0_g1	12.87	0	0	6.69	0	0	5	0	0	0	0	0
TRINITY_DN35435_c1_g1	10.05	13.91	12.38	13.69	10.4	10.79	15.5	5.99	8.11	8.16	8.58	8.62
TRINITY_DN35435_c1_g2	9.14	11.48	11.3	10.24	7.89	11.31	14.35	5.26	11.2	8.81	8.62	9.81
TRINITY_DN35435_c1_g3	13.29	18.97	14.34	22.71	12.43	12.95	20.38	8.97	14.01	10.39	10.59	13.64
TRINITY_DN26736_c0_g1	8.16	12.33	15.2	22.32	30.2	34.43	64.53	45.54	30.98	21.71	18.13	13.91
TRINITY_DN26139_c7_g2	3.42	0	1.04	1.27	0	2.32	0	0	0.92	2.69	4.73	2.29
TRINITY_DN33883_c3_g1	13.53	11.17	8.93	7.52	5.78	3.59	4.04	5.21	6.29	11.36	11.48	15.25
TRINITY_DN34640_c2_g2	1.22	1.12	1.14	1.29	1.14	1.1	1.75	1.55	1.72	1.01	1.11	1.04
TRINITY_DN60400_c0_g1	0.33	16.95	0	0	0	0	0	0	0.07	0	0	0.07
TRINITY_DN33457_c0_g1	22.72	19.77	16.37	16.63	12.53	12.39	10.07	5.79	6.68	10.3	12.32	15.61
TRINITY_DN34189_c0_g1	3.9	24.64	12.54	4.16	8.34	19.75	0	8.84	15.73	10.36	8.07	11.01
TRINITY_DN30195_c3_g1	77.66	58.96	61.42	53.11	53.45	47.49	35.49	50.63	48.62	64.79	78.43	73.61
TRINITY_DN50576_c0_g1	1.97	1.86	1.64	1.44	0.84	0.39	0	1.03	0.91	1.84	1.22	0.69
TRINITY_DN21363_c0_g1	6.62	4.6	2.01	2.91	2.65	1.23	1.29	0.74	1.92	1.91	1.28	3.99
TRINITY_DN33501_c0_g1	7.44	11.16	9.62	10.61	9.66	8.21	7.99	6.93	7.55	6.68	7.49	7.86
TRINITY_DN30208_c0_g1	90.42	99.97	103.68	94.47	87.93	68.55	47.08	42.53	29.49	37.74	43.42	57.86
TRINITY_DN28556_c3_g1	1.45	0.46	1.22	1.05	1.26	1.76	2.38	1.55	0.46	1.4	1.89	1.28
TRINITY_DN28556_c3_g2	37.18	44.36	47.15	45.52	44.89	40.07	30.79	26.89	12.02	18.91	13.89	17.05
TRINITY_DN23619_c1_g3	35.74	39.62	37.26	34.57	33.1	34.18	29.19	22.29	19.52	28.93	28.62	29.93
TRINITY_DN50797_c0_g1	0.4	21.98	0	0	0	0	0	0	0	0	0	0.07
TRINITY_DN36299_c4_g3	0	0	8.07	0	4.19	5.26	0	0	1.39	2.71	2.27	0
TRINITY_DN35225_c3_g3	1.96	4.22	2.28	3.22	1.83	1.13	0.72	0.72	0.73	1	1.58	2.58
TRINITY_DN23707_c0_g1	10.03	12.91	10.81	12.56	11.35	9.29	7.68	4.6	9.87	7.66	9.16	10.01
TRINITY_DN28535_c0_g2	1.7	4.75	1.76	1.36	1.85	0.41	1.32	0.36	1.73	2.46	3.82	3.39
TRINITY_DN34013_c0_g3	10.47	16.09	16.36	17.71	13.43	1.64	1.01	2.54	12.9	8.75	9.9	10.28
TRINITY_DN28535_c0_g4	8.55	7.87	7.89	6.04	13	6.95	4.13	3.9	9.46	9.91	15.81	13.65
TRINITY_DN35225_c3_g5	41.63	22.1	5.65	3.71	0	0	19.52	5.31	4.74	4.67	1.84	26.25
TRINITY_DN29362_c0_g1	17.92	11.32	12.88	14.09	10.01	9.62	3.78	3.15	3.36	11.29	13.79	25.83
TRINITY_DN28937_c2_g1	30.58	38.05	40.93	41.57	37.19	40.74	37	28.2	29.1	29.69	28.85	30.96
TRINITY_DN23616_c0_g1	22.29	38.01	72.99	56.83	102.43	74.18	41.16	71.67	59.54	21.91	36.55	19.5
TRINITY_DN25089_c0_g1	9.45	4.29	4.75	5.13	5.92	3.88	5.15	10.22	13.07	11.72	12.43	10.15
TRINITY_DN35505_c0_g1	21.1	21.73	20.25	20.98	20.05	16.52	16.94	20.81	28.14	24.95	26.69	28.21
TRINITY_DN28216_c1_g2	4.54	7.57	8.5	9.27	5.18	6.33	5.29	2.57	2.73	3.83	4.33	3.87
TRINITY_DN18477_c0_g1	21.4	25.5	32.53	29.3	26.16	27.62	19.06	18.18	10.97	17.01	16.38	13.95
TRINITY_DN27904_c1_g1	1.06	0.93	1.46	3.21	6.15	38.19	90.02	89.99	68.18	25.02	20.74	4.25
TRINITY_DN27904_c1_g6	11.56	9.52	8.58	9.54	9.25	7.86	8.25	8.85	5.7	8.67	8.3	7.99
TRINITY_DN27904_c1_g4	56.34	53.18	39.69	38.63	37.47	35.82	38.95	33.96	50.18	34.62	35.65	44.82
TRINITY_DN20357_c1_g1	33.05	23.92	27.66	32.49	39.48	47.45	59.21	89	87.3	71.1	73.16	44.03
TRINITY_DN23552_c0_g1	24.71	43.73	45.67	60.59	49.61	40.04	24.94	20.25	21.13	20.66	20.13	24.09
TRINITY_DN31270_c0_g2	1.74	1	0.8	1.26	1.12	1.78	3.43	1.07	0.7	0.46	0.49	0.92
TRINITY_DN20046_c0_g1	3.58	4.57	7.18	4.77	7.66	7.08	4.97	4.01	4.86	2.11	4.66	3.49
TRINITY_DN20523_c0_g1	404.32	435.78	394.68	488.08	521.74	372.35	348.69	374.5	412.01	300.49	344.25	550.61
TRINITY_DN28794_c0_g1	28.89	31.45	47.31	65.55	57.61	65.62	61.11	47.22	22.06	25.95	24.79	20.85
TRINITY_DN20770_c0_g5	11.58	8.87	13.91	12.84	5.26	12.94	10.24	6.34	6.01	6.77	5.11	3.03
TRINITY_DN20770_c0_g4	5.34	2.16	3.44	2.65	2.94	3.96	1.1	2.32	2.59	1.54	4.34	2.45
TRINITY_DN20770_c0_g3	16.81	11.8	14.75	13.12	10.34	6.26	12.46	10.1	3.68	12.24	12.97	11.86
TRINITY_DN20770_c0_g2	3.94	6.79	4.75	2.91	1.53	2.62	0	2.3	2.07	2.02	3.51	1.31
TRINITY_DN20770_c0_g1	3.78	9.5	3.29	4.15	4.28	3.57	3.18	1.57	2.83	2.76	3.47	5.55
TRINITY_DN33899_c3_g3	6.55	5.24	8.05	3.52	0	0	0	0	0	0	0	0
TRINITY_DN31501_c0_g1	2.96	4.12	3.43	4.17	3.83	3.17	2.14	1.19	3.04	2.89	3.34	3.26
TRINITY_DN34708_c1_g1	2.53	5.71	8.74	5.2	4.27	4.51	2.44	0.63	0.94	0.78	0.76	1.28
TRINITY_DN34708_c1_g2	2.21	2.57	12.43	6.44	3.26	7.64	1.48	2.54	0.21	2.16	1.24	2.45
TRINITY_DN35634_c0_g7	0.79	1.76	1.59	1.73	2.05	1.59	1.29	1.12	1	1.01	1.27	0.83
TRINITY_DN32431_c0_g1	2.16	2.51	2.98	3.22	4.93	3.97	2.68	1.74	2.23	1.3	1.93	1.91
TRINITY_DN26526_c2_g1	3.44	5.48	6.65	6.43	3.4	6.59	3.9	3.15	1.74	3.43	3.22	2.65
TRINITY_DN36090_c3_g1	46.16	29.58	23.11	22.59	24.42	16.14	22.7	22.89	35.36	23.46	28.59	53.32
TRINITY_DN32286_c1_g1	0.83	2.98	1.26	1.79	1.08	0.76	0.41	0.67	0.8	1.42	1.03	1.31
TRINITY_DN32557_c1_g1	4.53	7.06	7.44	7.91	6.92	6.96	6.5	4.03	3.35	4.79	4.35	4.7
TRINITY_DN33665_c0_g1	4.77	6.67	6.33	6	4.13	4.83	3.88	3.23	2.25	4.69	3.2	4.25
TRINITY_DN36377_c5_g8	8	9.62	7.01	8.19	8.09	5.66	5.01	5.41	5.78	5.63	5.91	9.25
TRINITY_DN29797_c0_g1	5.97	8.38	14.07	21.45	32.58	56.26	66	33.32	26.39	25.95	22.99	12.55
TRINITY_DN34592_c0_g1	3.89	3.24	2.59	1.49	2.31	1.82	1.31	1.53	1.28	1.66	1.71	2.94
TRINITY_DN26817_c0_g1	6.74	2.69	8.26	3.61	3.64	2.91	2.71	2.59	2.31	13.67	0	6.39
TRINITY_DN36377_c5_g7	0	2.92	1.52	3.82	1.97	3.32	4.4	0	0	1.28	0	0
TRINITY_DN13378_c0_g2	12.98	13.02	10.15	17.05	8.37	11.53	5.53	8.66	9.06	10.83	10.53	10.94
TRINITY_DN21683_c0_g1	10.8	4.17	7.66	8	7.04	9.72	0	1.06	0	5.62	4.1	13.22
TRINITY_DN29079_c4_g1	0	12.6	0	0	0	0	0	0	10.17	0	3.76	0
TRINITY_DN13127_c0_g1	3.87	3.46	3.1	1.97	1.31	1.21	0.86	0.88	0.72	1.52	1.36	1.8
TRINITY_DN34053_c0_g1	13.66	14.93	11.55	15.42	18.8	19.13	16.43	15.12	16.78	10.64	11.93	11.13
TRINITY_DN36082_c1_g3	5.12	5.53	8.03	10.09	7.39	11.01	8.33	5.58	5.9	6.24	7.71	5.6
TRINITY_DN36082_c1_g2	45.95	69.47	77.78	87.48	73.14	100.37	83.87	69.89	60.15	73.37	64.59	57.35
TRINITY_DN36082_c1_g1	2.46	3.66	0	0.91	2.98	1.75	0	2.3	0	0.68	0.62	0.84
TRINITY_DN36082_c1_g5	19.46	21.47	18.74	27.71	25.78	33.02	46.63	20.5	28.25	21.23	33.9	17.95
TRINITY_DN17783_c1_g1	42.4	61.52	36.44	50.96	30.84	57.01	24.69	19.05	15.59	47.23	40.31	20.59
TRINITY_DN17783_c1_g2	4.24	3.52	1.82	13.9	7.12	5.9	1.76	1.73	4.68	1.52	7.56	2.06
TRINITY_DN30563_c0_g1	17.58	14.81	16.21	13.34	11.91	9.78	7.54	9.54	5.63	9.89	12.89	11.56
TRINITY_DN25037_c0_g1	0.89	1.52	5.35	3.09	2.16	3.71	2.26	2.63	1.48	0.99	1.44	0.63
TRINITY_DN27273_c1_g1	1.62	3.4	4.67	5.21	6.3	9.53	6.48	3.98	3.29	2.26	2.91	1.6
TRINITY_DN35881_c1_g1	0.87	2.5	3.08	3.03	1.67	2.55	1.33	0.96	3.01	1.52	1.32	1.48
TRINITY_DN34501_c2_g6	11.16	4.28	8.62	5.84	5.82	4.46	0	4.04	10.67	10.67	8.04	5.15
TRINITY_DN33193_c2_g3	10.78	20.73	8.36	0	5.63	8.66	0	0	0	0	2.61	0
TRINITY_DN26639_c0_g1	5.18	4.33	7.34	4.35	4.72	8.35	5.93	2.89	1.71	2.59	4.58	2.89
